;id;org:resource;concept:name;time:timestamp;org:role;case:Permit travel permit number;case:Task;case:OrganizationalEntity;case:RequestedAmount;case:Activity;case:Permit TaskNumber;case:Permit BudgetNumber;case:Permit ProjectNumber;case:Project;case:concept:name;case:Permit OrganizationalEntity;case:Permit RequestedBudget;case:Cost Type;case:Permit id;case:Permit ActivityNumber;case:RfpNumber;object:name;action:name;action:status;org:actor:name;org:actor:name:a
1240;rp_request for payment 45678_16;SYSTEM;Payment Handled;2018-04-19 17:31:32+02:00;UNDEFINED;travel permit number 45673;task 25860;organizational unit 65463;1803.1696967458781;activity 505;task 427;budget 19492;project 19841;project 503;request for payment 45678;organizational unit 65455;11112.385148392841;0;travel permit 45672;UNKNOWN;request for payment number 45679; payment; handled;;;, SYSTEM
1241;st_step 46082_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-04-04 12:23:49+02:00;EMPLOYEE;travel permit number 46076;task 22571;organizational unit 65454;1405.5559720930257;activity 505;task 427;budget 499;project 22568;project 503;request for payment 46077;organizational unit 65460;2293.4193169525656;0;travel permit 46075;UNKNOWN;request for payment number 46078; permit, employee; submitted;; employee;, STAFF MEMBER
1242;st_step 46081_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-04-04 12:24:13+02:00;ADMINISTRATION;travel permit number 46076;task 22571;organizational unit 65454;1405.5559720930257;activity 505;task 427;budget 499;project 22568;project 503;request for payment 46077;organizational unit 65460;2293.4193169525656;0;travel permit 46075;UNKNOWN;request for payment number 46078; permit; approved;; administration, administration;, STAFF MEMBER
1243;st_step 46089_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-04 12:34:39+02:00;EMPLOYEE;travel permit number 46076;task 22571;organizational unit 65454;1405.5559720930257;activity 505;task 427;budget 499;project 22568;project 503;request for payment 46077;organizational unit 65460;2293.4193169525656;0;travel permit 46075;UNKNOWN;request for payment number 46078; request for payment, employee; submitted;; employee;, STAFF MEMBER
1244;st_step 46087_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-04-04 12:34:45+02:00;ADMINISTRATION;travel permit number 46076;task 22571;organizational unit 65454;1405.5559720930257;activity 505;task 427;budget 499;project 22568;project 503;request for payment 46077;organizational unit 65460;2293.4193169525656;0;travel permit 46075;UNKNOWN;request for payment number 46078; request for payment; rejected;; administration, administration;, STAFF MEMBER
1245;st_step 46083_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2018-04-05 09:12:03+02:00;SUPERVISOR;travel permit number 46076;task 22571;organizational unit 65454;1405.5559720930257;activity 505;task 427;budget 499;project 22568;project 503;request for payment 46077;organizational unit 65460;2293.4193169525656;0;travel permit 46075;UNKNOWN;request for payment number 46078; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
1246;st_step 46088_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-04-11 14:40:52+02:00;EMPLOYEE;travel permit number 46076;task 22571;organizational unit 65454;1405.5559720930257;activity 505;task 427;budget 499;project 22568;project 503;request for payment 46077;organizational unit 65460;2293.4193169525656;0;travel permit 46075;UNKNOWN;request for payment number 46078; request for payment, employee; rejected;; employee;, STAFF MEMBER
1247;st_step 46085_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-11 15:58:29+02:00;EMPLOYEE;travel permit number 46076;task 22571;organizational unit 65454;1405.5559720930257;activity 505;task 427;budget 499;project 22568;project 503;request for payment 46077;organizational unit 65460;2293.4193169525656;0;travel permit 46075;UNKNOWN;request for payment number 46078; request for payment, employee; submitted;; employee;, STAFF MEMBER
1248;st_step 46084_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-04-11 15:58:39+02:00;ADMINISTRATION;travel permit number 46076;task 22571;organizational unit 65454;1405.5559720930257;activity 505;task 427;budget 499;project 22568;project 503;request for payment 46077;organizational unit 65460;2293.4193169525656;0;travel permit 46075;UNKNOWN;request for payment number 46078; request for payment; approved;; administration, administration;, STAFF MEMBER
1249;st_step 46086_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-04-12 09:34:10+02:00;SUPERVISOR;travel permit number 46076;task 22571;organizational unit 65454;1405.5559720930257;activity 505;task 427;budget 499;project 22568;project 503;request for payment 46077;organizational unit 65460;2293.4193169525656;0;travel permit 46075;UNKNOWN;request for payment number 46078; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
1250;rp_request for payment 46077_15;SYSTEM;Request Payment;2018-04-13 13:51:29+02:00;UNDEFINED;travel permit number 46076;task 22571;organizational unit 65454;1405.5559720930257;activity 505;task 427;budget 499;project 22568;project 503;request for payment 46077;organizational unit 65460;2293.4193169525656;0;travel permit 46075;UNKNOWN;request for payment number 46078; payment; request;;;, SYSTEM
1251;rp_request for payment 46077_16;SYSTEM;Payment Handled;2018-04-16 17:31:11+02:00;UNDEFINED;travel permit number 46076;task 22571;organizational unit 65454;1405.5559720930257;activity 505;task 427;budget 499;project 22568;project 503;request for payment 46077;organizational unit 65460;2293.4193169525656;0;travel permit 46075;UNKNOWN;request for payment number 46078; payment; handled;;;, SYSTEM
1252;st_step 185864_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-05 13:19:39+02:00;EMPLOYEE;travel permit number 424;task 185546;organizational unit 65457;589.0629643014395;activity 21016;task 427;budget 425;project 426;project 503;request for payment 185855;organizational unit 65454;923.0813153823278;0;travel permit 423;UNKNOWN;request for payment number 185856; request for payment, employee; submitted;; employee;, STAFF MEMBER
1253;st_step 185863_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-04-05 13:19:42+02:00;ADMINISTRATION;travel permit number 424;task 185546;organizational unit 65457;589.0629643014395;activity 21016;task 427;budget 425;project 426;project 503;request for payment 185855;organizational unit 65454;923.0813153823278;0;travel permit 423;UNKNOWN;request for payment number 185856; request for payment; rejected;; administration, administration;, STAFF MEMBER
1254;st_step 185865_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-04-11 14:32:40+02:00;EMPLOYEE;travel permit number 424;task 185546;organizational unit 65457;589.0629643014395;activity 21016;task 427;budget 425;project 426;project 503;request for payment 185855;organizational unit 65454;923.0813153823278;0;travel permit 423;UNKNOWN;request for payment number 185856; request for payment, employee; rejected;; employee;, STAFF MEMBER
1255;st_step 185862_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-11 16:39:35+02:00;EMPLOYEE;travel permit number 424;task 185546;organizational unit 65457;589.0629643014395;activity 21016;task 427;budget 425;project 426;project 503;request for payment 185855;organizational unit 65454;923.0813153823278;0;travel permit 423;UNKNOWN;request for payment number 185856; request for payment, employee; submitted;; employee;, STAFF MEMBER
1256;st_step 185860_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-04-11 16:39:39+02:00;ADMINISTRATION;travel permit number 424;task 185546;organizational unit 65457;589.0629643014395;activity 21016;task 427;budget 425;project 426;project 503;request for payment 185855;organizational unit 65454;923.0813153823278;0;travel permit 423;UNKNOWN;request for payment number 185856; request for payment; rejected;; administration, administration;, STAFF MEMBER
1257;st_step 185861_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-04-16 14:19:45+02:00;EMPLOYEE;travel permit number 424;task 185546;organizational unit 65457;589.0629643014395;activity 21016;task 427;budget 425;project 426;project 503;request for payment 185855;organizational unit 65454;923.0813153823278;0;travel permit 423;UNKNOWN;request for payment number 185856; request for payment, employee; rejected;; employee;, STAFF MEMBER
1258;st_step 185857_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-16 14:23:21+02:00;EMPLOYEE;travel permit number 424;task 185546;organizational unit 65457;589.0629643014395;activity 21016;task 427;budget 425;project 426;project 503;request for payment 185855;organizational unit 65454;923.0813153823278;0;travel permit 423;UNKNOWN;request for payment number 185856; request for payment, employee; submitted;; employee;, STAFF MEMBER
1259;st_step 185859_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-04-16 14:23:48+02:00;ADMINISTRATION;travel permit number 424;task 185546;organizational unit 65457;589.0629643014395;activity 21016;task 427;budget 425;project 426;project 503;request for payment 185855;organizational unit 65454;923.0813153823278;0;travel permit 423;UNKNOWN;request for payment number 185856; request for payment; approved;; administration, administration;, STAFF MEMBER
1260;st_step 185858_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-04-17 09:20:36+02:00;SUPERVISOR;travel permit number 424;task 185546;organizational unit 65457;589.0629643014395;activity 21016;task 427;budget 425;project 426;project 503;request for payment 185855;organizational unit 65454;923.0813153823278;0;travel permit 423;UNKNOWN;request for payment number 185856; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
1261;rp_request for payment 185855_15;SYSTEM;Request Payment;2018-04-17 09:54:43+02:00;UNDEFINED;travel permit number 424;task 185546;organizational unit 65457;589.0629643014395;activity 21016;task 427;budget 425;project 426;project 503;request for payment 185855;organizational unit 65454;923.0813153823278;0;travel permit 423;UNKNOWN;request for payment number 185856; payment; request;;;, SYSTEM
1262;rp_request for payment 185855_16;SYSTEM;Payment Handled;2018-04-19 17:31:32+02:00;UNDEFINED;travel permit number 424;task 185546;organizational unit 65457;589.0629643014395;activity 21016;task 427;budget 425;project 426;project 503;request for payment 185855;organizational unit 65454;923.0813153823278;0;travel permit 423;UNKNOWN;request for payment number 185856; payment; handled;;;, SYSTEM
1263;st_step 54708_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-04-09 13:11:44+02:00;EMPLOYEE;travel permit number 54697;task 54701;organizational unit 65462;405.9276792419548;activity 505;task 427;budget 4932;project 54698;project 503;request for payment 54702;organizational unit 65459;1388.6999553014243;0;travel permit 54696;UNKNOWN;request for payment number 54703; permit, employee; submitted;; employee;, STAFF MEMBER
1264;st_step 54707_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-04-09 13:11:45+02:00;ADMINISTRATION;travel permit number 54697;task 54701;organizational unit 65462;405.9276792419548;activity 505;task 427;budget 4932;project 54698;project 503;request for payment 54702;organizational unit 65459;1388.6999553014243;0;travel permit 54696;UNKNOWN;request for payment number 54703; permit; approved;; administration, administration;, STAFF MEMBER
1265;st_step 54718_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-11 10:42:11+02:00;EMPLOYEE;travel permit number 54697;task 54701;organizational unit 65462;405.9276792419548;activity 505;task 427;budget 4932;project 54698;project 503;request for payment 54702;organizational unit 65459;1388.6999553014243;0;travel permit 54696;UNKNOWN;request for payment number 54703; request for payment, employee; submitted;; employee;, STAFF MEMBER
1266;st_step 54720_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-04-11 10:42:55+02:00;ADMINISTRATION;travel permit number 54697;task 54701;organizational unit 65462;405.9276792419548;activity 505;task 427;budget 4932;project 54698;project 503;request for payment 54702;organizational unit 65459;1388.6999553014243;0;travel permit 54696;UNKNOWN;request for payment number 54703; request for payment; rejected;; administration, administration;, STAFF MEMBER
1267;st_step 54709_0;STAFF MEMBER;Permit APPROVED by BUDGET OWNER;2018-04-12 10:01:27+02:00;BUDGET OWNER;travel permit number 54697;task 54701;organizational unit 65462;405.9276792419548;activity 505;task 427;budget 4932;project 54698;project 503;request for payment 54702;organizational unit 65459;1388.6999553014243;0;travel permit 54696;UNKNOWN;request for payment number 54703; permit; approved;; budget owner, budget owner;, STAFF MEMBER
1268;st_step 54719_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-04-12 12:41:19+02:00;EMPLOYEE;travel permit number 54697;task 54701;organizational unit 65462;405.9276792419548;activity 505;task 427;budget 4932;project 54698;project 503;request for payment 54702;organizational unit 65459;1388.6999553014243;0;travel permit 54696;UNKNOWN;request for payment number 54703; request for payment, employee; rejected;; employee;, STAFF MEMBER
1269;st_step 54716_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-12 13:00:26+02:00;EMPLOYEE;travel permit number 54697;task 54701;organizational unit 65462;405.9276792419548;activity 505;task 427;budget 4932;project 54698;project 503;request for payment 54702;organizational unit 65459;1388.6999553014243;0;travel permit 54696;UNKNOWN;request for payment number 54703; request for payment, employee; submitted;; employee;, STAFF MEMBER
1270;st_step 54717_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-04-12 13:00:34+02:00;ADMINISTRATION;travel permit number 54697;task 54701;organizational unit 65462;405.9276792419548;activity 505;task 427;budget 4932;project 54698;project 503;request for payment 54702;organizational unit 65459;1388.6999553014243;0;travel permit 54696;UNKNOWN;request for payment number 54703; request for payment; approved;; administration, administration;, STAFF MEMBER
1271;st_step 54706_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2018-04-17 13:57:10+02:00;SUPERVISOR;travel permit number 54697;task 54701;organizational unit 65462;405.9276792419548;activity 505;task 427;budget 4932;project 54698;project 503;request for payment 54702;organizational unit 65459;1388.6999553014243;0;travel permit 54696;UNKNOWN;request for payment number 54703; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
1272;st_step 54715_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-04-17 15:13:47+02:00;BUDGET OWNER;travel permit number 54697;task 54701;organizational unit 65462;405.9276792419548;activity 505;task 427;budget 4932;project 54698;project 503;request for payment 54702;organizational unit 65459;1388.6999553014243;0;travel permit 54696;UNKNOWN;request for payment number 54703; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
1273;st_step 54714_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-04-24 05:15:23+02:00;SUPERVISOR;travel permit number 54697;task 54701;organizational unit 65462;405.9276792419548;activity 505;task 427;budget 4932;project 54698;project 503;request for payment 54702;organizational unit 65459;1388.6999553014243;0;travel permit 54696;UNKNOWN;request for payment number 54703; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
1274;rp_request for payment 54702_15;SYSTEM;Request Payment;2018-04-24 07:49:37+02:00;UNDEFINED;travel permit number 54697;task 54701;organizational unit 65462;405.9276792419548;activity 505;task 427;budget 4932;project 54698;project 503;request for payment 54702;organizational unit 65459;1388.6999553014243;0;travel permit 54696;UNKNOWN;request for payment number 54703; payment; request;;;, SYSTEM
1275;rp_request for payment 54702_16;SYSTEM;Payment Handled;2018-04-26 17:30:55+02:00;UNDEFINED;travel permit number 54697;task 54701;organizational unit 65462;405.9276792419548;activity 505;task 427;budget 4932;project 54698;project 503;request for payment 54702;organizational unit 65459;1388.6999553014243;0;travel permit 54696;UNKNOWN;request for payment number 54703; payment; handled;;;, SYSTEM
1276;st_step 54745_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-04-10 18:39:28+02:00;EMPLOYEE;travel permit number 54736;task 1498;organizational unit 65461;17.769729199224756;activity 505;task 427;budget 829;project 1495;project 503;request for payment 54739;organizational unit 65456;1221.668882446702;0;travel permit 54735;UNKNOWN;UNKNOWN; permit, employee; submitted;; employee;, STAFF MEMBER
1277;st_step 54744_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-04-10 18:39:34+02:00;ADMINISTRATION;travel permit number 54736;task 1498;organizational unit 65461;17.769729199224756;activity 505;task 427;budget 829;project 1495;project 503;request for payment 54739;organizational unit 65456;1221.668882446702;0;travel permit 54735;UNKNOWN;UNKNOWN; permit; approved;; administration, administration;, STAFF MEMBER
