;id;org:resource;concept:name;time:timestamp;org:role;case:Project;case:Task;case:concept:name;case:OrganizationalEntity;case:Cost Type;case:RequestedAmount;case:Activity;case:RfpNumber;object:name;action:name;action:status;org:actor:name;org:actor:name:a
437;st_step 162959_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2018-04-03 10:49:32+02:00;SUPERVISOR;UNKNOWN;task 162955;request for payment 162954;organizational unit 65456;0;363.12040051707044;activity 505;UNKNOWN; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
438;st_step 162960_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-04-05 08:16:32+02:00;EMPLOYEE;UNKNOWN;task 162955;request for payment 162954;organizational unit 65456;0;363.12040051707044;activity 505;UNKNOWN; request for payment, employee; rejected;; employee;, STAFF MEMBER
439;st_step 162957_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-25 09:48:09+02:00;EMPLOYEE;UNKNOWN;task 162955;request for payment 162954;organizational unit 65456;0;363.12040051707044;activity 505;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
440;st_step 162958_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-04-25 09:48:14+02:00;ADMINISTRATION;UNKNOWN;task 162955;request for payment 162954;organizational unit 65456;0;363.12040051707044;activity 505;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
441;st_step 162956_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-04-25 10:03:44+02:00;EMPLOYEE;UNKNOWN;task 162955;request for payment 162954;organizational unit 65456;0;363.12040051707044;activity 505;UNKNOWN; request for payment, employee; rejected;; employee;, STAFF MEMBER
442;st_step 169018_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-09 13:21:51+02:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 169015;organizational unit 65477;0;29.521137762041644;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
443;st_step 169019_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-04-09 13:22:07+02:00;ADMINISTRATION;UNKNOWN;UNKNOWN;request for payment 169015;organizational unit 65477;0;29.521137762041644;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
444;st_step 169017_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-04-12 10:23:48+02:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 169015;organizational unit 65477;0;29.521137762041644;UNKNOWN;UNKNOWN; request for payment, employee; rejected;; employee;, STAFF MEMBER
445;st_step 169016_0;STAFF MEMBER;Request For Payment SAVED by EMPLOYEE;2018-04-16 09:18:14+02:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 169015;organizational unit 65477;0;29.521137762041644;UNKNOWN;UNKNOWN; request for payment, employee; saved;; employee;, STAFF MEMBER
446;st_step 169113_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-09 13:52:47+02:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 169112;organizational unit 65468;0;298.21627487884206;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
447;st_step 169116_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-04-09 13:54:29+02:00;ADMINISTRATION;UNKNOWN;UNKNOWN;request for payment 169112;organizational unit 65468;0;298.21627487884206;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
448;st_step 169114_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-13 12:11:18+02:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 169112;organizational unit 65468;0;298.21627487884206;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
449;st_step 169115_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2019-02-21 11:11:10+01:00;ADMINISTRATION;UNKNOWN;UNKNOWN;request for payment 169112;organizational unit 65468;0;298.21627487884206;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
450;st_step 168755_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-10 20:37:15+02:00;EMPLOYEE;project 147701;task 155414;request for payment 168744;organizational unit 65461;0;189.34405494948865;activity 505;request for payment number 168745; request for payment, employee; submitted;; employee;, STAFF MEMBER
451;st_step 168754_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-04-10 20:38:02+02:00;ADMINISTRATION;project 147701;task 155414;request for payment 168744;organizational unit 65461;0;189.34405494948865;activity 505;request for payment number 168745; request for payment; rejected;; administration, administration;, STAFF MEMBER
452;st_step 168756_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-04-17 15:02:45+02:00;EMPLOYEE;project 147701;task 155414;request for payment 168744;organizational unit 65461;0;189.34405494948865;activity 505;request for payment number 168745; request for payment, employee; rejected;; employee;, STAFF MEMBER
453;st_step 168753_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-17 15:13:44+02:00;EMPLOYEE;project 147701;task 155414;request for payment 168744;organizational unit 65461;0;189.34405494948865;activity 505;request for payment number 168745; request for payment, employee; submitted;; employee;, STAFF MEMBER
454;st_step 168750_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-04-17 15:14:06+02:00;ADMINISTRATION;project 147701;task 155414;request for payment 168744;organizational unit 65461;0;189.34405494948865;activity 505;request for payment number 168745; request for payment; approved;; administration, administration;, STAFF MEMBER
455;st_step 168752_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2018-04-17 15:19:49+02:00;SUPERVISOR;project 147701;task 155414;request for payment 168744;organizational unit 65461;0;189.34405494948865;activity 505;request for payment number 168745; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
456;st_step 168751_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-04-19 09:20:18+02:00;EMPLOYEE;project 147701;task 155414;request for payment 168744;organizational unit 65461;0;189.34405494948865;activity 505;request for payment number 168745; request for payment, employee; rejected;; employee;, STAFF MEMBER
457;st_step 168747_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-19 10:02:32+02:00;EMPLOYEE;project 147701;task 155414;request for payment 168744;organizational unit 65461;0;189.34405494948865;activity 505;request for payment number 168745; request for payment, employee; submitted;; employee;, STAFF MEMBER
458;st_step 168749_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-04-19 10:02:53+02:00;ADMINISTRATION;project 147701;task 155414;request for payment 168744;organizational unit 65461;0;189.34405494948865;activity 505;request for payment number 168745; request for payment; approved;; administration, administration;, STAFF MEMBER
459;st_step 168746_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-04-24 08:35:02+02:00;BUDGET OWNER;project 147701;task 155414;request for payment 168744;organizational unit 65461;0;189.34405494948865;activity 505;request for payment number 168745; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
460;st_step 168748_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-05-01 05:15:37+02:00;SUPERVISOR;project 147701;task 155414;request for payment 168744;organizational unit 65461;0;189.34405494948865;activity 505;request for payment number 168745; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
461;rp_request for payment 168744_15;SYSTEM;Request Payment;2018-05-01 09:45:47+02:00;UNDEFINED;project 147701;task 155414;request for payment 168744;organizational unit 65461;0;189.34405494948865;activity 505;request for payment number 168745; payment; request;;;, SYSTEM
462;rp_request for payment 168744_16;SYSTEM;Payment Handled;2018-05-03 17:31:17+02:00;UNDEFINED;project 147701;task 155414;request for payment 168744;organizational unit 65461;0;189.34405494948865;activity 505;request for payment number 168745; payment; handled;;;, SYSTEM
463;st_step 166568_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-18 15:08:46+02:00;EMPLOYEE;project 503;UNKNOWN;request for payment 166566;organizational unit 65468;0;1076.1075466796296;UNKNOWN;request for payment number 166567; request for payment, employee; submitted;; employee;, STAFF MEMBER
464;st_step 166569_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-04-18 15:09:51+02:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 166566;organizational unit 65468;0;1076.1075466796296;UNKNOWN;request for payment number 166567; request for payment; rejected;; administration, administration;, STAFF MEMBER
465;st_step 166573_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-18 15:42:33+02:00;EMPLOYEE;project 503;UNKNOWN;request for payment 166566;organizational unit 65468;0;1076.1075466796296;UNKNOWN;request for payment number 166567; request for payment, employee; submitted;; employee;, STAFF MEMBER
466;st_step 166571_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-04-18 16:13:55+02:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 166566;organizational unit 65468;0;1076.1075466796296;UNKNOWN;request for payment number 166567; request for payment; approved;; administration, administration;, STAFF MEMBER
467;st_step 166570_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-04-19 14:09:46+02:00;BUDGET OWNER;project 503;UNKNOWN;request for payment 166566;organizational unit 65468;0;1076.1075466796296;UNKNOWN;request for payment number 166567; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
468;st_step 166572_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-04-24 14:34:10+02:00;SUPERVISOR;project 503;UNKNOWN;request for payment 166566;organizational unit 65468;0;1076.1075466796296;UNKNOWN;request for payment number 166567; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
469;rp_request for payment 166566_15;SYSTEM;Request Payment;2018-04-24 14:34:11+02:00;UNDEFINED;project 503;UNKNOWN;request for payment 166566;organizational unit 65468;0;1076.1075466796296;UNKNOWN;request for payment number 166567; payment; request;;;, SYSTEM
470;rp_request for payment 166566_16;SYSTEM;Payment Handled;2018-04-26 17:30:55+02:00;UNDEFINED;project 503;UNKNOWN;request for payment 166566;organizational unit 65468;0;1076.1075466796296;UNKNOWN;request for payment number 166567; payment; handled;;;, SYSTEM
471;st_step 163691_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-19 15:09:53+02:00;EMPLOYEE;UNKNOWN;task 2702;request for payment 163689;organizational unit 65458;0;46.68850080943406;activity 505;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
472;st_step 163690_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-04-19 15:09:55+02:00;ADMINISTRATION;UNKNOWN;task 2702;request for payment 163689;organizational unit 65458;0;46.68850080943406;activity 505;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
473;st_step 163692_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-19 15:26:37+02:00;EMPLOYEE;UNKNOWN;task 2702;request for payment 163689;organizational unit 65458;0;46.68850080943406;activity 505;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
474;st_step 163694_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-05-14 10:12:58+02:00;ADMINISTRATION;UNKNOWN;task 2702;request for payment 163689;organizational unit 65458;0;46.68850080943406;activity 505;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
475;st_step 163693_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-05-15 16:08:33+02:00;EMPLOYEE;UNKNOWN;task 2702;request for payment 163689;organizational unit 65458;0;46.68850080943406;activity 505;UNKNOWN; request for payment, employee; rejected;; employee;, STAFF MEMBER
476;st_step 167981_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-05-31 09:31:06+02:00;EMPLOYEE;project 147546;task 13797;request for payment 167970;organizational unit 65457;0;39.75359572341304;activity 505;request for payment number 167971; request for payment, employee; submitted;; employee;, STAFF MEMBER
477;st_step 167982_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-05-31 09:31:22+02:00;ADMINISTRATION;project 147546;task 13797;request for payment 167970;organizational unit 65457;0;39.75359572341304;activity 505;request for payment number 167971; request for payment; approved;; administration, administration;, STAFF MEMBER
478;st_step 167980_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-06-05 10:20:15+02:00;BUDGET OWNER;project 147546;task 13797;request for payment 167970;organizational unit 65457;0;39.75359572341304;activity 505;request for payment number 167971; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
479;st_step 167978_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2018-06-11 14:53:04+02:00;SUPERVISOR;project 147546;task 13797;request for payment 167970;organizational unit 65457;0;39.75359572341304;activity 505;request for payment number 167971; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
480;st_step 167979_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-06-11 19:24:37+02:00;EMPLOYEE;project 147546;task 13797;request for payment 167970;organizational unit 65457;0;39.75359572341304;activity 505;request for payment number 167971; request for payment, employee; rejected;; employee;, STAFF MEMBER
481;st_step 167977_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-07-18 15:34:47+02:00;EMPLOYEE;project 147546;task 13797;request for payment 167970;organizational unit 65457;0;39.75359572341304;activity 505;request for payment number 167971; request for payment, employee; submitted;; employee;, STAFF MEMBER
482;st_step 167976_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-07-18 15:37:21+02:00;ADMINISTRATION;project 147546;task 13797;request for payment 167970;organizational unit 65457;0;39.75359572341304;activity 505;request for payment number 167971; request for payment; rejected;; administration, administration;, STAFF MEMBER
483;st_step 167975_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-08-01 13:08:18+02:00;EMPLOYEE;project 147546;task 13797;request for payment 167970;organizational unit 65457;0;39.75359572341304;activity 505;request for payment number 167971; request for payment, employee; rejected;; employee;, STAFF MEMBER
484;st_step 167973_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-08-07 08:57:42+02:00;EMPLOYEE;project 147546;task 13797;request for payment 167970;organizational unit 65457;0;39.75359572341304;activity 505;request for payment number 167971; request for payment, employee; submitted;; employee;, STAFF MEMBER
485;st_step 167974_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-08-07 09:00:35+02:00;ADMINISTRATION;project 147546;task 13797;request for payment 167970;organizational unit 65457;0;39.75359572341304;activity 505;request for payment number 167971; request for payment; approved;; administration, administration;, STAFF MEMBER
486;st_step 167972_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-08-13 12:31:41+02:00;SUPERVISOR;project 147546;task 13797;request for payment 167970;organizational unit 65457;0;39.75359572341304;activity 505;request for payment number 167971; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
487;rp_request for payment 167970_15;SYSTEM;Request Payment;2018-08-13 12:37:14+02:00;UNDEFINED;project 147546;task 13797;request for payment 167970;organizational unit 65457;0;39.75359572341304;activity 505;request for payment number 167971; payment; request;;;, SYSTEM
