;amount;org:resource;dismissal;concept:name;vehicleClass;totalPaymentAmount;lifecycle:transition;time:timestamp;article;points;case:concept:name;expense;notificationType;lastSent;paymentAmount;matricola;object:name;action:name;action:status:a;org:actor:name;org:actor:instance:a;org:passive:name
1215;;;;Insert Fine Notification;;;complete;2005-12-20 00:00:00+01:00;;;S105079;;P;P;;; fine notification; insert;, complete;;, nan;
1216;71.5;;;Add penalty;;;complete;2006-02-18 00:00:00+01:00;;;S105079;;;;;; penalty; add;, complete;;, nan;
1217;;;;Insert Date Appeal to Prefecture;;;complete;2006-05-31 00:00:00+02:00;;;S105079;;;;;; date appeal; insert;, complete;;, nan; prefecture
1218;;;;Payment;;82.5;complete;2007-01-09 00:00:00+01:00;;;S105079;;;;82.5;;; payment;, complete;;, nan;
1219;35.0;28;NIL;Create Fine;A;0.0;complete;2005-11-09 00:00:00+01:00;158.0;0.0;S108264;;;;;; fine; create;, complete;;, 28;
1220;;;;Send Fine;;;complete;2006-02-15 00:00:00+01:00;;;S108264;22.0;;;;; fine; send;, complete;;, nan;
1221;;;;Insert Fine Notification;;;complete;2006-02-22 00:00:00+01:00;;;S108264;;P;P;;; fine notification; insert;, complete;;, nan;
1222;;;;Insert Date Appeal to Prefecture;;;complete;2006-03-06 00:00:00+01:00;;;S108264;;;;;; date appeal; insert;, complete;;, nan; prefecture
1223;71.5;;;Add penalty;;;complete;2006-04-23 00:00:00+02:00;;;S108264;;;;;; penalty; add;, complete;;, nan;
1224;;;NIL;Send Appeal to Prefecture;;;complete;2006-05-02 00:00:00+02:00;;;S108264;;;;;; appeal; send;, complete;;, nan; prefecture
1225;;;;Receive Result Appeal from Prefecture;;;complete;2006-06-29 00:00:00+02:00;;;S108264;;;;;; result appeal; receive;, complete; prefecture;, nan;
1226;;;;Notify Result Appeal to Offender;;;complete;2006-07-10 00:00:00+02:00;;;S108264;;;;;; result appeal; notify;, complete;;, nan; offender
1227;;0;NIL;Appeal to Judge;;;complete;2006-07-13 00:00:00+02:00;;;S108264;;;;;0.0;; appeal;, complete;;, 0; judge
1228;;;;Payment;;70.0;complete;2007-08-04 00:00:00+02:00;;;S108264;;;;70.0;;; payment;, complete;;, nan;
1229;;;;Payment;;107.0;complete;2007-09-14 00:00:00+02:00;;;S108264;;;;37.0;;; payment;, complete;;, nan;
1230;35.0;49;NIL;Create Fine;A;0.0;complete;2006-06-27 00:00:00+02:00;7.0;0.0;S112135;;;;;; fine; create;, complete;;, 49;
1231;;;;Send Fine;;;complete;2006-11-16 00:00:00+01:00;;;S112135;22.0;;;;; fine; send;, complete;;, nan;
1232;;;;Insert Fine Notification;;;complete;2006-11-30 00:00:00+01:00;;;S112135;;P;P;;; fine notification; insert;, complete;;, nan;
1233;71.5;;;Add penalty;;;complete;2007-01-29 00:00:00+01:00;;;S112135;;;;;; penalty; add;, complete;;, nan;
1234;;;;Insert Date Appeal to Prefecture;;;complete;2007-01-30 00:00:00+01:00;;;S112135;;;;;; date appeal; insert;, complete;;, nan; prefecture
1235;;;;Receive Result Appeal from Prefecture;;;complete;2007-05-22 00:00:00+02:00;;;S112135;;;;;; result appeal; receive;, complete; prefecture;, nan;
1236;;;;Notify Result Appeal to Offender;;;complete;2007-06-18 00:00:00+02:00;;;S112135;;;;;; result appeal; notify;, complete;;, nan; offender
1237;138.0;56;NIL;Create Fine;C;0.0;complete;2006-12-20 00:00:00+01:00;146.0;0.0;S112486;;;;;; fine; create;, complete;;, 56;
1238;;;;Send Fine;;;complete;2007-04-05 00:00:00+02:00;;;S112486;22.0;;;;; fine; send;, complete;;, nan;
1239;;;;Insert Date Appeal to Prefecture;;;complete;2007-05-16 00:00:00+02:00;;;S112486;;;;;; date appeal; insert;, complete;;, nan; prefecture
1240;;;;Insert Fine Notification;;;complete;2007-06-27 00:00:00+02:00;;;S112486;;P;P;;; fine notification; insert;, complete;;, nan;
1241;;;NIL;Send Appeal to Prefecture;;;complete;2007-07-06 00:00:00+02:00;;;S112486;;;;;; appeal; send;, complete;;, nan; prefecture
1242;275.0;;;Add penalty;;;complete;2007-08-26 00:00:00+02:00;;;S112486;;;;;; penalty; add;, complete;;, nan;
1243;;;;Receive Result Appeal from Prefecture;;;complete;2007-11-21 00:00:00+01:00;;;S112486;;;;;; result appeal; receive;, complete; prefecture;, nan;
1244;;;;Notify Result Appeal to Offender;;;complete;2007-11-27 00:00:00+01:00;;;S112486;;;;;; result appeal; notify;, complete;;, nan; offender
1245;;;;Payment;;149.0;complete;2008-01-23 00:00:00+01:00;;;S112486;;;;149.0;;; payment;, complete;;, nan;
1246;;;;Payment;;298.0;complete;2008-02-22 00:00:00+01:00;;;S112486;;;;149.0;;; payment;, complete;;, nan;
1247;35.0;39;NIL;Create Fine;A;0.0;complete;2006-07-28 00:00:00+02:00;157.0;0.0;S113200;;;;;; fine; create;, complete;;, 39;
1248;;;;Send Fine;;;complete;2006-12-12 00:00:00+01:00;;;S113200;11.0;;;;; fine; send;, complete;;, nan;
1249;;;;Insert Fine Notification;;;complete;2006-12-29 00:00:00+01:00;;;S113200;;P;P;;; fine notification; insert;, complete;;, nan;
1250;;;;Insert Date Appeal to Prefecture;;;complete;2007-01-11 00:00:00+01:00;;;S113200;;;;;; date appeal; insert;, complete;;, nan; prefecture
1251;71.5;;;Add penalty;;;complete;2007-02-27 00:00:00+01:00;;;S113200;;;;;; penalty; add;, complete;;, nan;
1252;;;NIL;Send Appeal to Prefecture;;;complete;2007-02-28 00:00:00+01:00;;;S113200;;;;;; appeal; send;, complete;;, nan; prefecture
1253;;;;Payment;;57.0;complete;2007-03-05 00:00:00+01:00;;;S113200;;;;57.0;;; payment;, complete;;, nan;
1254;;;;Payment;;82.5;complete;2007-07-31 00:00:00+02:00;;;S113200;;;;25.5;;; payment;, complete;;, nan;
1255;71.0;49;NIL;Create Fine;A;0.0;complete;2006-08-10 00:00:00+02:00;158.0;2.0;S114328;;;;;; fine; create;, complete;;, 49;
1256;;;;Send Fine;;;complete;2006-12-13 00:00:00+01:00;;;S114328;11.0;;;;; fine; send;, complete;;, nan;
1257;;0;G;Appeal to Judge;;;complete;2007-02-07 00:00:00+01:00;;;S114328;;;;;0.0;; appeal;, complete;;, 0; judge
1258;74.0;53;NIL;Create Fine;A;0.0;complete;2008-08-05 00:00:00+02:00;158.0;2.0;S126847;;;;;; fine; create;, complete;;, 53;
1259;;;;Insert Date Appeal to Prefecture;;;complete;2008-10-10 00:00:00+02:00;;;S126847;;;;;; date appeal; insert;, complete;;, nan; prefecture
1260;;;;Send Fine;;;complete;2008-10-21 00:00:00+02:00;;;S126847;26.0;;;;; fine; send;, complete;;, nan;
1261;;;;Insert Fine Notification;;;complete;2008-11-03 00:00:00+01:00;;;S126847;;P;P;;; fine notification; insert;, complete;;, nan;
1262;;;NIL;Send Appeal to Prefecture;;;complete;2008-12-15 00:00:00+01:00;;;S126847;;;;;; appeal; send;, complete;;, nan; prefecture
1263;148.0;;;Add penalty;;;complete;2009-01-02 00:00:00+01:00;;;S126847;;;;;; penalty; add;, complete;;, nan;
1264;;;;Receive Result Appeal from Prefecture;;;complete;2009-02-06 00:00:00+01:00;;;S126847;;;;;; result appeal; receive;, complete; prefecture;, nan;
1265;;;;Notify Result Appeal to Offender;;;complete;2009-03-30 00:00:00+02:00;;;S126847;;;;;; result appeal; notify;, complete;;, nan; offender
1266;;;;Send for Credit Collection;;;complete;2010-10-15 00:00:00+02:00;;;S126847;;;;;; for credit collection; send;, complete;;, nan;
1267;78.0;49;NIL;Create Fine;A;0.0;complete;2009-02-22 00:00:00+01:00;158.0;0.0;S134268;;;;;; fine; create;, complete;;, 49;
1268;;;;Send Fine;;;complete;2009-06-01 00:00:00+02:00;;;S134268;13.5;;;;; fine; send;, complete;;, nan;
1269;;;;Insert Fine Notification;;;complete;2009-06-05 00:00:00+02:00;;;S134268;;P;P;;; fine notification; insert;, complete;;, nan;
1270;;;;Insert Date Appeal to Prefecture;;;complete;2009-07-02 00:00:00+02:00;;;S134268;;;;;; date appeal; insert;, complete;;, nan; prefecture
1271;;0;NIL;Appeal to Judge;;;complete;2009-07-03 00:00:00+02:00;;;S134268;;;;;0.0;; appeal;, complete;;, 0; judge
1272;155.5;;;Add penalty;;;complete;2009-08-04 00:00:00+02:00;;;S134268;;;;;; penalty; add;, complete;;, nan;
1273;;;#;Send Appeal to Prefecture;;;complete;2009-08-28 00:00:00+02:00;;;S134268;;;;;; appeal; send;, complete;;, nan; prefecture
1274;78.0;852;NIL;Create Fine;A;0.0;complete;2009-05-23 00:00:00+02:00;158.0;0.0;S136743;;;;;; fine; create;, complete;;, 852;
1275;;;;Send Fine;;;complete;2009-07-29 00:00:00+02:00;;;S136743;13.5;;;;; fine; send;, complete;;, nan;
1276;;;;Insert Fine Notification;;;complete;2009-08-03 00:00:00+02:00;;;S136743;;P;P;;; fine notification; insert;, complete;;, nan;
1277;155.5;;;Add penalty;;;complete;2009-10-02 00:00:00+02:00;;;S136743;;;;;; penalty; add;, complete;;, nan;
1278;;0;NIL;Appeal to Judge;;;complete;2009-10-02 00:00:00+02:00;;;S136743;;;;;0.0;; appeal;, complete;;, 0; judge
1279;;;;Payment;;55.0;complete;2011-09-16 00:00:00+02:00;;;S136743;;;;55.0;;; payment;, complete;;, nan;
1280;;;;Payment;;105.0;complete;2011-11-07 00:00:00+01:00;;;S136743;;;;50.0;;; payment;, complete;;, nan;
1281;;;;Payment;;137.0;complete;2011-12-05 00:00:00+01:00;;;S136743;;;;32.0;;; payment;, complete;;, nan;
1282;;;;Payment;;169.0;complete;2012-01-09 00:00:00+01:00;;;S136743;;;;32.0;;; payment;, complete;;, nan;
1283;38.0;49;NIL;Create Fine;A;0.0;complete;2009-05-11 00:00:00+02:00;7.0;0.0;S136885;;;;;; fine; create;, complete;;, 49;
1284;;;;Send Fine;;;complete;2009-07-28 00:00:00+02:00;;;S136885;26.0;;;;; fine; send;, complete;;, nan;
1285;;;;Insert Fine Notification;;;complete;2009-08-05 00:00:00+02:00;;;S136885;;P;P;;; fine notification; insert;, complete;;, nan;
1286;;;;Insert Date Appeal to Prefecture;;;complete;2009-09-02 00:00:00+02:00;;;S136885;;;;;; date appeal; insert;, complete;;, nan; prefecture
1287;77.5;;;Add penalty;;;complete;2009-10-04 00:00:00+02:00;;;S136885;;;;;; penalty; add;, complete;;, nan;
1288;;;;Receive Result Appeal from Prefecture;;;complete;2010-03-08 00:00:00+01:00;;;S136885;;;;;; result appeal; receive;, complete; prefecture;, nan;
1289;;;;Notify Result Appeal to Offender;;;complete;2010-03-20 00:00:00+01:00;;;S136885;;;;;; result appeal; notify;, complete;;, nan; offender
1290;;0;NIL;Appeal to Judge;;;complete;2010-04-22 00:00:00+02:00;;;S136885;;;;;0.0;; appeal;, complete;;, 0; judge
1291;;;NIL;Send Appeal to Prefecture;;;complete;2011-12-25 00:00:00+01:00;;;S136885;;;;;; appeal; send;, complete;;, nan; prefecture
1292;38.0;49;NIL;Create Fine;A;0.0;complete;2009-05-28 00:00:00+02:00;7.0;0.0;S137319;;;;;; fine; create;, complete;;, 49;
1293;;;;Send Fine;;;complete;2009-07-29 00:00:00+02:00;;;S137319;13.5;;;;; fine; send;, complete;;, nan;
1294;;;;Insert Fine Notification;;;complete;2009-08-03 00:00:00+02:00;;;S137319;;P;P;;; fine notification; insert;, complete;;, nan;
1295;77.5;;;Add penalty;;;complete;2009-10-02 00:00:00+02:00;;;S137319;;;;;; penalty; add;, complete;;, nan;
1296;;0;NIL;Appeal to Judge;;;complete;2009-10-02 00:00:00+02:00;;;S137319;;;;;0.0;; appeal;, complete;;, 0; judge
1297;;;;Payment;;46.0;complete;2011-09-02 00:00:00+02:00;;;S137319;;;;46.0;;; payment;, complete;;, nan;
1298;;;;Payment;;90.5;complete;2011-09-16 00:00:00+02:00;;;S137319;;;;44.5;;; payment;, complete;;, nan;
1299;78.0;856;NIL;Create Fine;A;0.0;complete;2009-07-05 00:00:00+02:00;158.0;2.0;S138146;;;;;; fine; create;, complete;;, 856;
1300;;;;Send Fine;;;complete;2009-11-11 00:00:00+01:00;;;S138146;26.0;;;;; fine; send;, complete;;, nan;
1301;;;;Insert Fine Notification;;;complete;2009-11-16 00:00:00+01:00;;;S138146;;P;P;;; fine notification; insert;, complete;;, nan;
1302;;;;Insert Date Appeal to Prefecture;;;complete;2009-11-23 00:00:00+01:00;;;S138146;;;;;; date appeal; insert;, complete;;, nan; prefecture
1303;;;NIL;Send Appeal to Prefecture;;;complete;2009-12-17 00:00:00+01:00;;;S138146;;;;;; appeal; send;, complete;;, nan; prefecture
1304;;;;Receive Result Appeal from Prefecture;;;complete;2009-12-31 00:00:00+01:00;;;S138146;;;;;; result appeal; receive;, complete; prefecture;, nan;
1305;;;;Notify Result Appeal to Offender;;;complete;2010-01-08 00:00:00+01:00;;;S138146;;;;;; result appeal; notify;, complete;;, nan; offender
1306;155.5;;;Add penalty;;;complete;2010-01-15 00:00:00+01:00;;;S138146;;;;;; penalty; add;, complete;;, nan;
1307;;0;NIL;Appeal to Judge;;;complete;2010-02-04 00:00:00+01:00;;;S138146;;;;;0.0;; appeal;, complete;;, 0; judge
1308;78.0;59;NIL;Create Fine;A;0.0;complete;2009-11-16 00:00:00+01:00;158.0;2.0;S140449;;;;;; fine; create;, complete;;, 59;
1309;;;;Send Fine;;;complete;2010-03-04 00:00:00+01:00;;;S140449;26.0;;;;; fine; send;, complete;;, nan;
1310;;;;Insert Fine Notification;;;complete;2010-03-10 00:00:00+01:00;;;S140449;;P;P;;; fine notification; insert;, complete;;, nan;
1311;;;;Insert Date Appeal to Prefecture;;;complete;2010-03-16 00:00:00+01:00;;;S140449;;;;;; date appeal; insert;, complete;;, nan; prefecture
1312;;;NIL;Send Appeal to Prefecture;;;complete;2010-05-04 00:00:00+02:00;;;S140449;;;;;; appeal; send;, complete;;, nan; prefecture
1313;155.5;;;Add penalty;;;complete;2010-05-09 00:00:00+02:00;;;S140449;;;;;; penalty; add;, complete;;, nan;
1314;;;;Receive Result Appeal from Prefecture;;;complete;2010-06-21 00:00:00+02:00;;;S140449;;;;;; result appeal; receive;, complete; prefecture;, nan;
1315;;;;Notify Result Appeal to Offender;;;complete;2010-06-23 00:00:00+02:00;;;S140449;;;;;; result appeal; notify;, complete;;, nan; offender
1316;;;;Payment;;182.0;complete;2010-07-21 00:00:00+02:00;;;S140449;;;;182.0;;; payment;, complete;;, nan;
1317;;0;NIL;Appeal to Judge;;;complete;2010-10-12 00:00:00+02:00;;;S140449;;;;;0.0;; appeal;, complete;;, 0; judge
1318;150.0;29;NIL;Create Fine;A;0.0;complete;2009-08-18 00:00:00+02:00;191.0;5.0;S141999;;;;;; fine; create;, complete;;, 29;
1319;;;;Send Fine;;;complete;2009-11-11 00:00:00+01:00;;;S141999;26.0;;;;; fine; send;, complete;;, nan;
1320;;;;Insert Fine Notification;;;complete;2009-11-17 00:00:00+01:00;;;S141999;;P;P;;; fine notification; insert;, complete;;, nan;
1321;;0;NIL;Appeal to Judge;;;complete;2009-12-04 00:00:00+01:00;;;S141999;;;;;0.0;; appeal;, complete;;, 0; judge
1322;;;;Insert Date Appeal to Prefecture;;;complete;2009-12-07 00:00:00+01:00;;;S141999;;;;;; date appeal; insert;, complete;;, nan; prefecture
1323;;;NIL;Send Appeal to Prefecture;;;complete;2010-01-12 00:00:00+01:00;;;S141999;;;;;; appeal; send;, complete;;, nan; prefecture
1324;299.5;;;Add penalty;;;complete;2010-01-16 00:00:00+01:00;;;S141999;;;;;; penalty; add;, complete;;, nan;
1325;;;;Receive Result Appeal from Prefecture;;;complete;2010-01-29 00:00:00+01:00;;;S141999;;;;;; result appeal; receive;, complete; prefecture;, nan;
1326;;;;Notify Result Appeal to Offender;;;complete;2010-03-02 00:00:00+01:00;;;S141999;;;;;; result appeal; notify;, complete;;, nan; offender
1327;;;;Payment;;326.0;complete;2011-05-05 00:00:00+02:00;;;S141999;;;;326.0;;; payment;, complete;;, nan;
1328;78.0;850;NIL;Create Fine;A;0.0;complete;2009-08-06 00:00:00+02:00;158.0;0.0;S142148;;;;;; fine; create;, complete;;, 850;
1329;;;;Send Fine;;;complete;2009-12-09 00:00:00+01:00;;;S142148;13.5;;;;; fine; send;, complete;;, nan;
1330;;;;Insert Fine Notification;;;complete;2009-12-14 00:00:00+01:00;;;S142148;;P;P;;; fine notification; insert;, complete;;, nan;
1331;155.5;;;Add penalty;;;complete;2010-02-12 00:00:00+01:00;;;S142148;;;;;; penalty; add;, complete;;, nan;
1332;;0;NIL;Appeal to Judge;;;complete;2010-02-13 00:00:00+01:00;;;S142148;;;;;0.0;; appeal;, complete;;, 0; judge
1333;;;;Payment;;35.0;complete;2011-11-07 00:00:00+01:00;;;S142148;;;;35.0;;; payment;, complete;;, nan;
1334;;;;Payment;;67.0;complete;2011-12-05 00:00:00+01:00;;;S142148;;;;32.0;;; payment;, complete;;, nan;
1335;;;;Payment;;169.5;complete;2012-01-09 00:00:00+01:00;;;S142148;;;;102.5;;; payment;, complete;;, nan;
1336;78.0;29;NIL;Create Fine;A;0.0;complete;2009-10-22 00:00:00+02:00;158.0;2.0;S144360;;;;;; fine; create;, complete;;, 29;
1337;;;;Send Fine;;;complete;2010-01-19 00:00:00+01:00;;;S144360;13.5;;;;; fine; send;, complete;;, nan;
1338;;;;Insert Fine Notification;;;complete;2010-02-04 00:00:00+01:00;;;S144360;;P;P;;; fine notification; insert;, complete;;, nan;
1339;155.5;;;Add penalty;;;complete;2010-04-05 00:00:00+02:00;;;S144360;;;;;; penalty; add;, complete;;, nan;
1340;;;;Payment;;40.0;complete;2011-10-14 00:00:00+02:00;;;S144360;;;;20.0;;; payment;, complete;;, nan;
1341;;;;Payment;;105.0;complete;2012-01-03 00:00:00+01:00;;;S144360;;;;30.0;;; payment;, complete;;, nan;
1342;;;;Payment;;105.0;complete;2012-01-03 00:00:00+01:00;;;S144360;;;;35.0;;; payment;, complete;;, nan;
1343;;;;Send for Credit Collection;;;complete;2012-03-26 00:00:00+02:00;;;S144360;;;;;; for credit collection; send;, complete;;, nan;
1344;23.0;850;NIL;Create Fine;A;0.0;complete;2010-03-25 00:00:00+01:00;7.0;0.0;S149373;;;;;; fine; create;, complete;;, 850;
1345;;;;Payment;;23.0;complete;2010-04-01 00:00:00+02:00;;;S149373;;;;23.0;;; payment;, complete;;, nan;
1346;;;;Send Fine;;;complete;2010-06-30 00:00:00+02:00;;;S149373;13.5;;;;; fine; send;, complete;;, nan;
1347;;;;Insert Fine Notification;;;complete;2010-07-12 00:00:00+02:00;;;S149373;;P;P;;; fine notification; insert;, complete;;, nan;
1348;46.0;;;Add penalty;;;complete;2010-09-10 00:00:00+02:00;;;S149373;;;;;; penalty; add;, complete;;, nan;
1349;;;;Insert Date Appeal to Prefecture;;;complete;2010-10-27 00:00:00+02:00;;;S149373;;;;;; date appeal; insert;, complete;;, nan; prefecture
1350;;;NIL;Send Appeal to Prefecture;;;complete;2010-10-31 00:00:00+02:00;;;S149373;;;;;; appeal; send;, complete;;, nan; prefecture
1351;38.0;852;NIL;Create Fine;A;0.0;complete;2010-05-02 00:00:00+02:00;7.0;0.0;S150345;;;;;; fine; create;, complete;;, 852;
1352;;;;Send Fine;;;complete;2010-08-20 00:00:00+02:00;;;S150345;13.5;;;;; fine; send;, complete;;, nan;
1353;;;;Insert Fine Notification;;;complete;2010-09-02 00:00:00+02:00;;;S150345;;P;P;;; fine notification; insert;, complete;;, nan;
1354;;;;Insert Date Appeal to Prefecture;;;complete;2010-09-30 00:00:00+02:00;;;S150345;;;;;; date appeal; insert;, complete;;, nan; prefecture
1355;77.5;;;Add penalty;;;complete;2010-11-01 00:00:00+01:00;;;S150345;;;;;; penalty; add;, complete;;, nan;
1356;;;NIL;Send Appeal to Prefecture;;;complete;2010-11-03 00:00:00+01:00;;;S150345;;;;;; appeal; send;, complete;;, nan; prefecture
1357;;;;Payment;;15.0;complete;2011-11-07 00:00:00+01:00;;;S150345;;;;15.0;;; payment;, complete;;, nan;
1358;;;;Payment;;35.0;complete;2011-11-08 00:00:00+01:00;;;S150345;;;;20.0;;; payment;, complete;;, nan;
1359;;;;Payment;;91.0;complete;2011-12-05 00:00:00+01:00;;;S150345;;;;56.0;;; payment;, complete;;, nan;
1360;78.0;26;NIL;Create Fine;A;0.0;complete;2010-07-18 00:00:00+02:00;158.0;0.0;S154142;;;;;; fine; create;, complete;;, 26;
1361;;;;Send Fine;;;complete;2010-09-11 00:00:00+02:00;;;S154142;13.5;;;;; fine; send;, complete;;, nan;
1362;;;;Insert Fine Notification;;;complete;2010-09-21 00:00:00+02:00;;;S154142;;P;P;;; fine notification; insert;, complete;;, nan;
1363;155.5;;;Add penalty;;;complete;2010-11-20 00:00:00+01:00;;;S154142;;;;;; penalty; add;, complete;;, nan;
1364;;0;NIL;Appeal to Judge;;;complete;2010-12-14 00:00:00+01:00;;;S154142;;;;;0.0;; appeal;, complete;;, 0; judge
1365;;;;Payment;;30.0;complete;2011-03-11 00:00:00+01:00;;;S154142;;;;30.0;;; payment;, complete;;, nan;
1366;;;;Payment;;60.0;complete;2011-04-05 00:00:00+02:00;;;S154142;;;;30.0;;; payment;, complete;;, nan;
1367;;;;Payment;;90.0;complete;2011-05-03 00:00:00+02:00;;;S154142;;;;30.0;;; payment;, complete;;, nan;
1368;;;;Payment;;129.5;complete;2011-06-06 00:00:00+02:00;;;S154142;;;;39.5;;; payment;, complete;;, nan;
1369;;;;Payment;;169.0;complete;2011-07-04 00:00:00+02:00;;;S154142;;;;39.5;;; payment;, complete;;, nan;
1370;39.0;60;NIL;Create Fine;A;0.0;complete;2011-08-06 00:00:00+02:00;157.0;0.0;S157542;;;;;; fine; create;, complete;;, 60;
1371;;;;Send Fine;;;complete;2011-09-21 00:00:00+02:00;;;S157542;15.0;;;;; fine; send;, complete;;, nan;
1372;;;;Insert Fine Notification;;;complete;2011-11-17 00:00:00+01:00;;;S157542;;P;P;;; fine notification; insert;, complete;;, nan;
1373;;;;Payment;;54.0;complete;2011-12-12 00:00:00+01:00;;;S157542;;;;54.0;;; payment;, complete;;, nan;
1374;79.5;;;Add penalty;;;complete;2012-01-16 00:00:00+01:00;;;S157542;;;;;; penalty; add;, complete;;, nan;
1375;;;;Insert Date Appeal to Prefecture;;;complete;2012-10-18 00:00:00+02:00;;;S157542;;;;;; date appeal; insert;, complete;;, nan; prefecture
1376;;;NIL;Send Appeal to Prefecture;;;complete;2013-03-08 00:00:00+01:00;;;S157542;;;;;; appeal; send;, complete;;, nan; prefecture
1377;798.0;41;NIL;Create Fine;A;0.0;complete;2011-07-11 00:00:00+02:00;193.0;0.0;S161018;;;;;; fine; create;, complete;;, 41;
1378;;;;Send Fine;;;complete;2011-08-27 00:00:00+02:00;;;S161018;15.0;;;;; fine; send;, complete;;, nan;
1379;;;;Insert Fine Notification;;;complete;2011-09-05 00:00:00+02:00;;;S161018;;P;P;;; fine notification; insert;, complete;;, nan;
1380;;;;Payment;;101.0;complete;2011-10-27 00:00:00+02:00;;;S161018;;;;101.0;;; payment;, complete;;, nan;
1381;1597.0;;;Add penalty;;;complete;2011-11-04 00:00:00+01:00;;;S161018;;;;;; penalty; add;, complete;;, nan;
1382;;;;Payment;;202.0;complete;2011-11-28 00:00:00+01:00;;;S161018;;;;101.0;;; payment;, complete;;, nan;
1383;;;;Payment;;303.0;complete;2011-12-27 00:00:00+01:00;;;S161018;;;;101.0;;; payment;, complete;;, nan;
1384;;;;Payment;;404.0;complete;2012-01-30 00:00:00+01:00;;;S161018;;;;101.0;;; payment;, complete;;, nan;
